0,2.71828
0.001,2.88186
0.002,2.02826
0.003,2.30607
0.004,3.9789
0.005,2.46766
0.006,2.1028
0.007,3.0619
0.008,3.27732
0.009,1.62283
0.01,3.54332
0.011,2.73265
0.012,4.09062
0.013,0.830672
0.014,0.896803
0.015,2.26446
0.016,2.0591
0.017,4.7096
0.018,3.09289
0.019,1.44438
0.02,4.3669
0.021,2.04977
0.022,0.367072
0.023,1.29983
0.024,1.48757
0.025,2.79619
0.026,4.21697
0.027,3.67031
0.028,2.6142
0.029,2.36202
0.03,4.72195
0.031,3.26147
0.032,4.19293
0.033,2.26536
0.034,2.05162
0.035,3.99355
0.036,2.97318
0.037,2.65335
0.038,2.78273
0.039,2.5745
0.04,3.99898
0.041,3.43006
0.042,2.85187
0.043,3.99588
0.044,2.22674
0.045,2.37164
0.046,2.77384
0.047,4.15417
0.048,1.02754
0.049,3.70331
0.05,2.7952
0.051,3.11603
0.052,3.28707
0.053,2.19331
0.054,3.68614
0.055,2.87425
0.056,4.71494
0.057,2.76977
0.058,2.26123
0.059,3.77904
0.06,3.66994
0.061,3.76872
0.062,2.60267
0.063,2.51554
0.064,3.22679
0.065,2.15038
0.066,2.15727
0.067,4.29285
0.068,3.77473
0.069,3.50163
0.07,1.97111
0.071,4.47822
0.072,4.43313
0.073,4.59569
0.074,2.66503
0.075,2.10386
0.076,4.29241
0.077,3.68418
0.078,2.29776
0.079,2.66417
0.08,3.095
0.081,2.26871
0.082,3.74721
0.083,3.346
0.084,3.27287
0.085,2.27382
0.086,4.11513
0.087,4.51631
0.088,2.50458
0.089,3.83032
0.09,5.56326
0.091,5.87439
0.092,4.9658
0.093,3.20395
0.094,4.49132
0.095,1.33497
0.096,4.51824
0.097,3.45674
0.098,4.76687
0.099,1.90936
0.1,3.40384
0.101,4.29198
0.102,2.67497
0.103,1.8272
0.104,2.00016
0.105,2.13482
0.106,2.28191
0.107,3.47909
0.108,3.76725
0.109,3.04832
0.11,3.27164
0.111,3.77127
0.112,3.92242
0.113,3.69272
0.114,3.8327
0.115,3.58118
0.116,4.48551
0.117,3.56221
0.118,1.2549
0.119,2.11855
0.12,2.24073
0.121,3.24013
0.122,4.17131
0.123,3.69025
0.124,2.68429
0.125,3.73238
0.126,3.82826
0.127,2.12416
0.128,3.83428
0.129,2.89102
0.13,4.8534
0.131,3.50256
0.132,4.14598
0.133,3.63854
0.134,3.86634
0.135,4.19012
0.136,1.90476
0.137,4.44165
0.138,3.57665
0.139,2.03189
0.14,1.43657
0.141,4.06192
0.142,4.13116
0.143,5.04408
0.144,4.11371
0.145,3.41061
0.146,1.35546
0.147,3.64593
0.148,2.48977
0.149,5.51061
0.15,4.1115
0.151,3.53356
0.152,4.05452
0.153,3.12534
0.154,5.06334
0.155,3.35804
0.156,1.97477
0.157,3.46517
0.158,4.94597
0.159,4.60738
0.16,3.92096
0.161,3.55022
0.162,2.71097
0.163,2.54801
0.164,5.23685
0.165,4.05451
0.166,4.49383
0.167,4.40593
0.168,3.63261
0.169,4.30703
0.17,4.03371
0.171,3.91456
0.172,4.34747
0.173,3.50944
0.174,3.55048
0.175,2.6102
0.176,5.8373
0.177,1.5542
0.178,3.33002
0.179,3.73625
0.18,5.93291
0.181,4.33693
0.182,4.26511
0.183,3.53516
0.184,5.00834
0.185,3.02501
0.186,4.74441
0.187,4.60907
0.188,1.81957
0.189,6.25862
0.19,4.84927
0.191,6.57549
0.192,5.46735
0.193,4.49308
0.194,3.69417
0.195,4.17299
0.196,3.48166
0.197,3.64066
0.198,4.23894
0.199,4.36203
0.2,4.69061
0.201,4.09375
0.202,4.32934
0.203,4.52321
0.204,5.07153
0.205,4.0291
0.206,3.37369
0.207,3.15325
0.208,4.13611
0.209,4.6439
0.21,3.44315
0.211,4.23066
0.212,4.27975
0.213,2.61479
0.214,5.50929
0.215,4.02458
0.216,5.58039
0.217,4.16887
0.218,4.27835
0.219,4.95211
0.22,5.69371
0.221,4.74174
0.222,5.42225
0.223,3.87113
0.224,4.73684
0.225,4.15051
0.226,4.55554
0.227,5.52299
0.228,4.19863
0.229,5.08926
0.23,3.77396
0.231,5.50306
0.232,6.11153
0.233,1.50448
0.234,3.8953
0.235,5.52955
0.236,6.48183
0.237,3.1276
0.238,5.79737
0.239,4.6737
0.24,4.81863
0.241,4.00598
0.242,4.02618
0.243,5.70639
0.244,4.81396
0.245,3.84212
0.246,3.66188
0.247,3.93663
0.248,5.92333
0.249,6.01449
0.25,7.65322
0.251,5.07531
0.252,4.6166
0.253,3.63063
0.254,3.81052
0.255,6.05484
0.256,3.64749
0.257,4.40919
0.258,6.53226
0.259,5.02956
0.26,5.66418
0.261,4.12884
0.262,6.13738
0.263,5.27149
0.264,3.03031
0.265,5.43723
0.266,5.03481
0.267,4.69951
0.268,5.9105
0.269,4.9891
0.27,3.67229
0.271,5.61416
0.272,3.82254
0.273,4.72222
0.274,6.16386
0.275,5.14467
0.276,4.55441
0.277,4.87523
0.278,5.02011
0.279,6.31714
0.28,4.67329
0.281,6.22509
0.282,5.09871
0.283,5.33391
0.284,4.60222
0.285,5.66149
0.286,7.6641
0.287,5.53944
0.288,3.63602
0.289,5.08902
0.29,5.31404
0.291,4.42394
0.292,6.86693
0.293,4.66545
0.294,3.86597
0.295,4.58957
0.296,6.22693
0.297,3.53298
0.298,5.43533
0.299,7.01546
0.3,4.59983
0.301,4.82296
0.302,5.66451
0.303,5.84707
0.304,5.45385
0.305,5.01818
0.306,5.27967
0.307,6.63153
0.308,5.53372
0.309,6.23542
0.31,7.26008
0.311,6.0097
0.312,6.51296
0.313,5.26069
0.314,6.30861
0.315,4.13572
0.316,7.33211
0.317,6.55573
0.318,5.83119
0.319,6.50511
0.32,4.92714
0.321,5.71855
0.322,7.32566
0.323,6.72055
0.324,4.49358
0.325,5.43223
0.326,6.28316
0.327,6.5351
0.328,7.12658
0.329,4.97652
0.33,4.92654
0.331,7.44835
0.332,5.74249
0.333,6.52137
0.334,5.41143
0.335,6.15479
0.336,5.9291
0.337,8.25266
0.338,5.68373
0.339,6.79948
0.34,5.56105
0.341,5.29905
0.342,5.94863
0.343,5.73744
0.344,6.70537
0.345,5.05251
0.346,8.29148
0.347,6.38607
0.348,6.02547
0.349,4.92411
0.35,5.63356
0.351,5.2603
0.352,6.03298
0.353,9.26903
0.354,6.77247
0.355,4.70278
0.356,7.3964
0.357,5.98579
0.358,5.75718
0.359,6.11916
0.36,5.57678
0.361,5.26186
0.362,4.57579
0.363,7.70344
0.364,6.15466
0.365,6.32335
0.366,6.9638
0.367,6.9742
0.368,5.56236
0.369,7.46755
0.37,6.71493
0.371,6.57965
0.372,4.12206
0.373,7.41487
0.374,7.02876
0.375,7.27505
0.376,6.11331
0.377,4.957
0.378,7.31272
0.379,7.58711
0.38,5.05885
0.381,7.53495
0.382,5.75393
0.383,6.97127
0.384,8.57781
0.385,7.65411
0.386,5.06357
0.387,5.91635
0.388,7.03399
0.389,6.12628
0.39,7.94146
0.391,7.07911
0.392,7.6789
0.393,7.69982
0.394,9.20765
0.395,6.48326
0.396,6.72482
0.397,8.77316
0.398,7.19298
0.399,6.4408
0.4,6.97851
0.401,7.77884
0.402,5.99904
0.403,6.76238
0.404,6.70793
0.405,7.33708
0.406,6.58147
0.407,6.9637
0.408,6.85749
0.409,7.59314
0.41,7.81609
0.411,8.43711
0.412,7.06112
0.413,8.64412
0.414,7.42362
0.415,7.22354
0.416,6.41518
0.417,7.38445
0.418,8.17547
0.419,8.96021
0.42,8.32901
0.421,9.4377
0.422,8.23075
0.423,7.7093
0.424,6.8901
0.425,7.87795
0.426,7.18813
0.427,7.85289
0.428,5.81367
0.429,8.98445
0.43,8.05446
0.431,7.53964
0.432,6.65195
0.433,8.59315
0.434,6.86093
0.435,8.19618
0.436,7.45691
0.437,7.8494
0.438,7.41995
0.439,8.73539
0.44,8.28133
0.441,6.95012
0.442,7.69113
0.443,7.09367
0.444,8.40835
0.445,9.45071
0.446,8.4476
0.447,7.38904
0.448,8.635
0.449,7.96848
0.45,8.91277
0.451,8.77758
0.452,6.55389
0.453,7.87873
0.454,8.31809
0.455,8.12898
0.456,10.5934
0.457,7.15743
0.458,7.42564
0.459,9.43382
0.46,10.1093
0.461,7.86986
0.462,7.94325
0.463,9.86039
0.464,8.13594
0.465,6.49305
0.466,9.42304
0.467,7.61742
0.468,9.36096
0.469,9.51926
0.47,7.91365
0.471,7.64697
0.472,9.28496
0.473,7.35329
0.474,6.68017
0.475,9.62893
0.476,8.02267
0.477,8.02433
0.478,10.4541
0.479,8.09953
0.48,10.8387
0.481,8.61321
0.482,8.04907
0.483,9.6239
0.484,9.63244
0.485,8.87398
0.486,8.00754
0.487,8.9068
0.488,9.73282
0.489,7.91907
0.49,9.99613
0.491,10.5574
0.492,8.93004
0.493,10.4894
0.494,9.38162
0.495,8.89158
0.496,8.10986
0.497,10.0309
0.498,9.24362
0.499,9.17294
0.5,7.72091
0.501,9.01838
0.502,7.26126
0.503,8.94328
0.504,8.08969
0.505,8.78299
0.506,8.68129
0.507,7.48474
0.508,10.7488
0.509,9.68929
0.51,11.3589
0.511,9.03058
0.512,11.0196
0.513,9.11898
0.514,10.9458
0.515,10.7013
0.516,11.1844
0.517,10.5627
0.518,10.5296
0.519,7.71797
0.52,11.2433
0.521,10.8995
0.522,9.52632
0.523,9.45803
0.524,9.73708
0.525,10.0865
0.526,11.374
0.527,9.49284
0.528,10.2338
0.529,10.0945
0.53,10.3476
0.531,11.0664
0.532,11.1657
0.533,9.35564
0.534,9.60871
0.535,10.3612
0.536,10.8537
0.537,12.4138
0.538,10.7713
0.539,10.1607
0.54,11.9724
0.541,11.5134
0.542,10.7373
0.543,10.4693
0.544,12.2006
0.545,11.5247
0.546,11.3406
0.547,10.465
0.548,10.6454
0.549,11.8079
0.55,10.6611
0.551,11.8927
0.552,10.078
0.553,9.14434
0.554,11.428
0.555,12.1433
0.556,11.3889
0.557,13.3
0.558,11.629
0.559,10.128
0.56,10.9532
0.561,10.3554
0.562,8.93038
0.563,11.8411
0.564,10.4794
0.565,12.4722
0.566,11.5831
0.567,11.5339
0.568,10.7132
0.569,10.3797
0.57,13.7065
0.571,10.837
0.572,10.7752
0.573,11.8944
0.574,13.0458
0.575,13.0687
0.576,12.5748
0.577,11.3879
0.578,11.9234
0.579,12.0833
0.58,12.0645
0.581,13.5765
0.582,11.193
0.583,12.0822
0.584,13.1341
0.585,12.4189
0.586,11.995
0.587,11.0057
0.588,12.8389
0.589,12.0344
0.59,11.2898
0.591,12.8743
0.592,11.3318
0.593,12.4824
0.594,12.6463
0.595,13.4613
0.596,11.4263
0.597,13.3592
0.598,12.5503
0.599,14.875
0.6,13.3637
0.601,12.5679
0.602,13.7129
0.603,13.4369
0.604,12.7306
0.605,15.7365
0.606,14.152
0.607,11.5749
0.608,14.6156
0.609,15.3019
0.61,14.1328
0.611,13.23
0.612,12.1593
0.613,14.4578
0.614,13.9357
0.615,13.9898
0.616,14.7985
0.617,11.9257
0.618,14.1723
0.619,14.3217
0.62,14.6208
0.621,14.6503
0.622,13.1275
0.623,14.4283
0.624,13.5594
0.625,13.1929
0.626,13.7764
0.627,13.8431
0.628,12.7486
0.629,13.3703
0.63,13.2245
0.631,14.5347
0.632,15.1606
0.633,16.2689
0.634,13.7303
0.635,13.0631
0.636,13.7726
0.637,15.1882
0.638,14.2326
0.639,13.2717
0.64,14.2236
0.641,15.6143
0.642,13.8386
0.643,17.317
0.644,15.853
0.645,15.2759
